spec,date,tags,year,month
backend,2019-03-01,"[{""tech"": ""sql"", ""freq"": ""52.24%""}, {""tech"": ""java"", ""freq"": ""44.78%""}, {""tech"": ""php"", ""freq"": ""34.33%""}, {""tech"": ""git"", ""freq"": ""28.36%""}, {""tech"": ""javascript"", ""freq"": ""26.87%""}, {""tech"": ""mysql"", ""freq"": ""26.12%""}, {""tech"": ""web"", ""freq"": ""23.13%""}, {""tech"": ""api"", ""freq"": ""22.39%""}, {""tech"": ""python"", ""freq"": ""19.4%""}, {""tech"": ""rest"", ""freq"": ""19.4%""}]",2019,03
backend,2019-04-01,"[{""tech"": ""sql"", ""freq"": ""52.78%""}, {""tech"": ""php"", ""freq"": ""39.58%""}, {""tech"": ""java"", ""freq"": ""37.5%""}, {""tech"": ""mysql"", ""freq"": ""25.0%""}, {""tech"": ""postgresql"", ""freq"": ""22.92%""}, {""tech"": ""core"", ""freq"": ""22.92%""}, {""tech"": ""c#"", ""freq"": ""22.22%""}, {""tech"": ""web"", ""freq"": ""20.14%""}, {""tech"": ""html"", ""freq"": ""19.44%""}, {""tech"": ""xml"", ""freq"": ""18.75%""}]",2019,04
backend,2019-05-01,"[{""tech"": ""php"", ""freq"": ""48.65%""}, {""tech"": ""sql"", ""freq"": ""38.74%""}, {""tech"": ""mysql"", ""freq"": ""35.14%""}, {""tech"": ""java"", ""freq"": ""33.33%""}, {""tech"": ""git"", ""freq"": ""32.43%""}, {""tech"": ""postgresql"", ""freq"": ""24.32%""}, {""tech"": ""html"", ""freq"": ""20.72%""}, {""tech"": ""c#"", ""freq"": ""20.72%""}, {""tech"": ""api"", ""freq"": ""20.72%""}, {""tech"": ""web"", ""freq"": ""18.92%""}]",2019,05
backend,2019-06-01,"[{""tech"": ""sql"", ""freq"": ""42.31%""}, {""tech"": ""php"", ""freq"": ""41.35%""}, {""tech"": ""java"", ""freq"": ""39.42%""}, {""tech"": ""git"", ""freq"": ""33.65%""}, {""tech"": ""web"", ""freq"": ""25.96%""}, {""tech"": ""mysql"", ""freq"": ""25.0%""}, {""tech"": ""javascript"", ""freq"": ""22.12%""}, {""tech"": ""postgresql"", ""freq"": ""21.15%""}, {""tech"": ""html"", ""freq"": ""21.15%""}, {""tech"": ""core"", ""freq"": ""19.23%""}]",2019,06
backend,2019-07-01,"[{""tech"": ""sql"", ""freq"": ""51.3%""}, {""tech"": ""php"", ""freq"": ""46.96%""}, {""tech"": ""java"", ""freq"": ""43.48%""}, {""tech"": ""git"", ""freq"": ""33.91%""}, {""tech"": ""mysql"", ""freq"": ""32.17%""}, {""tech"": ""python"", ""freq"": ""26.09%""}, {""tech"": ""postgresql"", ""freq"": ""26.09%""}, {""tech"": ""javascript"", ""freq"": ""23.48%""}, {""tech"": ""web"", ""freq"": ""22.61%""}, {""tech"": ""jquery"", ""freq"": ""20.87%""}]",2019,07
backend,2019-08-01,"[{""tech"": ""sql"", ""freq"": ""48.2%""}, {""tech"": ""php"", ""freq"": ""38.85%""}, {""tech"": ""java"", ""freq"": ""37.41%""}, {""tech"": ""git"", ""freq"": ""29.5%""}, {""tech"": ""postgresql"", ""freq"": ""26.62%""}, {""tech"": ""mysql"", ""freq"": ""23.74%""}, {""tech"": ""javascript"", ""freq"": ""23.74%""}, {""tech"": ""web"", ""freq"": ""20.14%""}, {""tech"": ""rest"", ""freq"": ""17.27%""}, {""tech"": ""oracle"", ""freq"": ""17.27%""}]",2019,08
backend,2019-09-01,"[{""tech"": ""php"", ""freq"": ""46.08%""}, {""tech"": ""sql"", ""freq"": ""43.63%""}, {""tech"": ""java"", ""freq"": ""32.84%""}, {""tech"": ""git"", ""freq"": ""25.0%""}, {""tech"": ""mysql"", ""freq"": ""23.53%""}, {""tech"": ""javascript"", ""freq"": ""23.53%""}, {""tech"": ""web"", ""freq"": ""22.06%""}, {""tech"": ""python"", ""freq"": ""22.06%""}, {""tech"": ""api"", ""freq"": ""17.16%""}, {""tech"": ""postgresql"", ""freq"": ""16.18%""}]",2019,09
backend,2019-10-01,"[{""tech"": ""sql"", ""freq"": ""48.18%""}, {""tech"": ""php"", ""freq"": ""38.18%""}, {""tech"": ""git"", ""freq"": ""31.82%""}, {""tech"": ""java"", ""freq"": ""30.91%""}, {""tech"": ""mysql"", ""freq"": ""30.0%""}, {""tech"": ""web"", ""freq"": ""28.18%""}, {""tech"": ""javascript"", ""freq"": ""25.45%""}, {""tech"": ""postgresql"", ""freq"": ""25.45%""}, {""tech"": ""python"", ""freq"": ""22.73%""}, {""tech"": ""c#"", ""freq"": ""21.82%""}]",2019,10
backend,2019-11-01,"[{""tech"": ""git"", ""freq"": ""45.12%""}, {""tech"": ""php"", ""freq"": ""39.02%""}, {""tech"": ""sql"", ""freq"": ""36.59%""}, {""tech"": ""mysql"", ""freq"": ""35.37%""}, {""tech"": ""java"", ""freq"": ""29.27%""}, {""tech"": ""python"", ""freq"": ""24.39%""}, {""tech"": ""web"", ""freq"": ""23.17%""}, {""tech"": ""c#"", ""freq"": ""21.95%""}, {""tech"": ""javascript"", ""freq"": ""21.95%""}, {""tech"": ""oracle"", ""freq"": ""19.51%""}]",2019,11
backend,2019-12-01,"[{""tech"": ""php"", ""freq"": ""43.65%""}, {""tech"": ""java"", ""freq"": ""41.27%""}, {""tech"": ""sql"", ""freq"": ""39.68%""}, {""tech"": ""api"", ""freq"": ""34.13%""}, {""tech"": ""git"", ""freq"": ""34.13%""}, {""tech"": ""javascript"", ""freq"": ""27.78%""}, {""tech"": ""mysql"", ""freq"": ""26.98%""}, {""tech"": ""jquery"", ""freq"": ""25.4%""}, {""tech"": ""postgresql"", ""freq"": ""25.4%""}, {""tech"": ""web"", ""freq"": ""23.02%""}]",2019,12
backend,2020-01-01,"[{""tech"": ""sql"", ""freq"": ""47.06%""}, {""tech"": ""php"", ""freq"": ""36.76%""}, {""tech"": ""git"", ""freq"": ""30.88%""}, {""tech"": ""java"", ""freq"": ""29.41%""}, {""tech"": ""javascript"", ""freq"": ""26.47%""}, {""tech"": ""mysql"", ""freq"": ""23.53%""}, {""tech"": ""python"", ""freq"": ""23.53%""}, {""tech"": ""api"", ""freq"": ""20.59%""}, {""tech"": ""c#"", ""freq"": ""19.12%""}, {""tech"": ""postgresql"", ""freq"": ""19.12%""}]",2020,01
backend,2020-02-01,"[{""tech"": ""sql"", ""freq"": ""42.06%""}, {""tech"": ""java"", ""freq"": ""42.06%""}, {""tech"": ""php"", ""freq"": ""40.48%""}, {""tech"": ""git"", ""freq"": ""34.92%""}, {""tech"": ""javascript"", ""freq"": ""31.75%""}, {""tech"": ""mysql"", ""freq"": ""25.4%""}, {""tech"": ""web"", ""freq"": ""23.02%""}, {""tech"": ""oracle"", ""freq"": ""21.43%""}, {""tech"": ""python"", ""freq"": ""19.84%""}, {""tech"": ""api"", ""freq"": ""19.84%""}]",2020,02
backend,2020-03-01,"[{""tech"": ""sql"", ""freq"": ""64.12%""}, {""tech"": ""java"", ""freq"": ""48.82%""}, {""tech"": ""oracle"", ""freq"": ""47.65%""}, {""tech"": ""php"", ""freq"": ""40.0%""}, {""tech"": ""git"", ""freq"": ""36.47%""}, {""tech"": ""postgresql"", ""freq"": ""29.41%""}, {""tech"": ""javascript"", ""freq"": ""25.88%""}, {""tech"": ""mysql"", ""freq"": ""24.12%""}, {""tech"": ""python"", ""freq"": ""23.53%""}, {""tech"": ""web"", ""freq"": ""22.94%""}]",2020,03
backend,2020-04-01,"[{""tech"": ""sql"", ""freq"": ""61.43%""}, {""tech"": ""mysql"", ""freq"": ""53.57%""}, {""tech"": ""postgresql"", ""freq"": ""49.29%""}, {""tech"": ""php"", ""freq"": ""48.57%""}, {""tech"": ""rest"", ""freq"": ""44.29%""}, {""tech"": ""ip"", ""freq"": ""43.57%""}, {""tech"": ""json"", ""freq"": ""41.43%""}, {""tech"": ""xml"", ""freq"": ""40.71%""}, {""tech"": ""soap"", ""freq"": ""40.71%""}, {""tech"": ""web"", ""freq"": ""37.14%""}]",2020,04
backend,2020-05-01,"[{""tech"": ""git"", ""freq"": ""38.24%""}, {""tech"": ""java"", ""freq"": ""36.76%""}, {""tech"": ""php"", ""freq"": ""35.29%""}, {""tech"": ""sql"", ""freq"": ""33.82%""}, {""tech"": ""api"", ""freq"": ""26.47%""}, {""tech"": ""web"", ""freq"": ""22.06%""}, {""tech"": ""python"", ""freq"": ""22.06%""}, {""tech"": ""c#"", ""freq"": ""19.12%""}, {""tech"": ""javascript"", ""freq"": ""19.12%""}, {""tech"": ""html"", ""freq"": ""17.65%""}]",2020,05
backend,2020-06-01,"[{""tech"": ""postgresql"", ""freq"": ""57.65%""}, {""tech"": ""sql"", ""freq"": ""37.65%""}, {""tech"": ""php"", ""freq"": ""23.53%""}, {""tech"": ""git"", ""freq"": ""21.18%""}, {""tech"": ""java"", ""freq"": ""15.29%""}, {""tech"": ""api"", ""freq"": ""11.76%""}, {""tech"": ""html"", ""freq"": ""11.76%""}, {""tech"": ""c#"", ""freq"": ""11.76%""}, {""tech"": ""docker"", ""freq"": ""10.59%""}, {""tech"": ""javascript"", ""freq"": ""10.59%""}]",2020,06
backend,2020-07-01,"[{""tech"": ""sql"", ""freq"": ""44.32%""}, {""tech"": ""php"", ""freq"": ""40.91%""}, {""tech"": ""git"", ""freq"": ""40.15%""}, {""tech"": ""mysql"", ""freq"": ""28.03%""}, {""tech"": ""java"", ""freq"": ""26.89%""}, {""tech"": ""postgresql"", ""freq"": ""24.62%""}, {""tech"": ""c#"", ""freq"": ""23.11%""}, {""tech"": ""python"", ""freq"": ""22.73%""}, {""tech"": ""javascript"", ""freq"": ""20.83%""}, {""tech"": ""api"", ""freq"": ""20.45%""}]",2020,07
backend,2020-08-01,"[{""tech"": ""php"", ""freq"": ""43.3%""}, {""tech"": ""git"", ""freq"": ""42.15%""}, {""tech"": ""sql"", ""freq"": ""39.08%""}, {""tech"": ""mysql"", ""freq"": ""30.27%""}, {""tech"": ""java"", ""freq"": ""27.59%""}, {""tech"": ""api"", ""freq"": ""26.82%""}, {""tech"": ""docker"", ""freq"": ""26.05%""}, {""tech"": ""postgresql"", ""freq"": ""25.29%""}, {""tech"": ""rest"", ""freq"": ""22.22%""}, {""tech"": ""javascript"", ""freq"": ""19.92%""}]",2020,08
backend,2020-09-01,"[{""tech"": ""php"", ""freq"": ""42.34%""}, {""tech"": ""sql"", ""freq"": ""36.86%""}, {""tech"": ""git"", ""freq"": ""35.04%""}, {""tech"": ""postgresql"", ""freq"": ""24.45%""}, {""tech"": ""rest"", ""freq"": ""24.45%""}, {""tech"": ""java"", ""freq"": ""24.09%""}, {""tech"": ""api"", ""freq"": ""24.09%""}, {""tech"": ""javascript"", ""freq"": ""23.36%""}, {""tech"": ""docker"", ""freq"": ""20.07%""}, {""tech"": ""python"", ""freq"": ""19.34%""}]",2020,09
backend,2020-10-01,"[{""tech"": ""php"", ""freq"": ""54.93%""}, {""tech"": ""html"", ""freq"": ""27.47%""}, {""tech"": ""mysql"", ""freq"": ""26.41%""}, {""tech"": ""git"", ""freq"": ""25.66%""}, {""tech"": ""rabbitmq"", ""freq"": ""24.5%""}, {""tech"": ""c#"", ""freq"": ""22.48%""}, {""tech"": ""css"", ""freq"": ""19.94%""}, {""tech"": ""jquery"", ""freq"": ""18.88%""}, {""tech"": ""python"", ""freq"": ""18.45%""}, {""tech"": ""sql"", ""freq"": ""18.24%""}]",2020,10
data science,2016-03-01,"[{""tech"": ""opencv"", ""freq"": ""100.0%""}, {""tech"": ""c++"", ""freq"": ""50.0%""}, {""tech"": ""matlab"", ""freq"": ""50.0%""}, {""tech"": ""git"", ""freq"": ""50.0%""}, {""tech"": ""svn"", ""freq"": ""50.0%""}, {""tech"": ""qt"", ""freq"": ""50.0%""}]",2016,03
data science,2016-05-01,"[{""tech"": ""position"", ""freq"": ""100.0%""}, {""tech"": ""series"", ""freq"": ""100.0%""}, {""tech"": ""regression"", ""freq"": ""100.0%""}, {""tech"": ""get"", ""freq"": ""100.0%""}, {""tech"": ""nltk"", ""freq"": ""100.0%""}, {""tech"": ""testing"", ""freq"": ""100.0%""}, {""tech"": ""text"", ""freq"": ""100.0%""}, {""tech"": ""range"", ""freq"": ""100.0%""}, {""tech"": ""key"", ""freq"": ""100.0%""}, {""tech"": ""focus"", ""freq"": ""100.0%""}]",2016,05
data science,2017-02-01,"[{""tech"": ""matplotlib"", ""freq"": ""100.0%""}, {""tech"": ""numpy"", ""freq"": ""100.0%""}, {""tech"": ""r"", ""freq"": ""100.0%""}, {""tech"": ""postgresql"", ""freq"": ""100.0%""}, {""tech"": ""web"", ""freq"": ""100.0%""}, {""tech"": ""dplyr"", ""freq"": ""100.0%""}, {""tech"": ""api"", ""freq"": ""100.0%""}, {""tech"": ""pandas"", ""freq"": ""100.0%""}, {""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""oracle"", ""freq"": ""100.0%""}]",2017,02
data science,2017-08-01,"[{""tech"": ""matlab"", ""freq"": ""100.0%""}, {""tech"": ""scala"", ""freq"": ""100.0%""}, {""tech"": ""hadoop"", ""freq"": ""100.0%""}, {""tech"": ""tensorflow"", ""freq"": ""100.0%""}, {""tech"": ""r"", ""freq"": ""100.0%""}, {""tech"": ""hive"", ""freq"": ""100.0%""}, {""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""bigdata"", ""freq"": ""100.0%""}]",2017,08
data science,2017-10-01,"[{""tech"": ""cloud"", ""freq"": ""100.0%""}, {""tech"": ""matlab"", ""freq"": ""100.0%""}, {""tech"": ""r"", ""freq"": ""100.0%""}, {""tech"": ""tensorflow"", ""freq"": ""100.0%""}, {""tech"": ""sas"", ""freq"": ""100.0%""}, {""tech"": ""frameworks"", ""freq"": ""100.0%""}, {""tech"": ""mobile"", ""freq"": ""100.0%""}, {""tech"": ""caffe"", ""freq"": ""100.0%""}, {""tech"": ""keras"", ""freq"": ""100.0%""}, {""tech"": ""theano"", ""freq"": ""100.0%""}]",2017,10
data science,2017-12-01,"[{""tech"": ""c++"", ""freq"": ""66.67%""}, {""tech"": ""ros"", ""freq"": ""66.67%""}, {""tech"": ""linux"", ""freq"": ""66.67%""}, {""tech"": ""opencv"", ""freq"": ""66.67%""}, {""tech"": ""python"", ""freq"": ""66.67%""}, {""tech"": ""xgboost"", ""freq"": ""33.33%""}, {""tech"": ""matplotlib"", ""freq"": ""33.33%""}, {""tech"": ""c"", ""freq"": ""33.33%""}, {""tech"": ""numpy"", ""freq"": ""33.33%""}, {""tech"": ""search"", ""freq"": ""33.33%""}]",2017,12
data science,2018-01-01,"[{""tech"": ""sql"", ""freq"": ""100.0%""}, {""tech"": ""web"", ""freq"": ""100.0%""}, {""tech"": ""opencv"", ""freq"": ""66.67%""}, {""tech"": ""tensorflow"", ""freq"": ""66.67%""}, {""tech"": ""postgresql"", ""freq"": ""66.67%""}, {""tech"": ""tesseract"", ""freq"": ""66.67%""}, {""tech"": ""angular"", ""freq"": ""66.67%""}, {""tech"": ""core"", ""freq"": ""66.67%""}, {""tech"": ""ocr"", ""freq"": ""66.67%""}, {""tech"": ""oracle"", ""freq"": ""66.67%""}]",2018,01
data science,2018-02-01,"[{""tech"": ""numpy"", ""freq"": ""100.0%""}, {""tech"": ""pandas"", ""freq"": ""100.0%""}, {""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""matlab"", ""freq"": ""66.67%""}, {""tech"": ""nlp"", ""freq"": ""66.67%""}, {""tech"": ""r"", ""freq"": ""66.67%""}, {""tech"": ""scipy"", ""freq"": ""66.67%""}, {""tech"": ""rabbitmq"", ""freq"": ""33.33%""}, {""tech"": ""mongodb"", ""freq"": ""33.33%""}, {""tech"": ""c"", ""freq"": ""33.33%""}]",2018,02
data science,2018-03-01,"[{""tech"": ""pandas"", ""freq"": ""100.0%""}, {""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""sql"", ""freq"": ""66.67%""}, {""tech"": ""numpy"", ""freq"": ""66.67%""}, {""tech"": ""scipy"", ""freq"": ""66.67%""}, {""tech"": ""matplotlib"", ""freq"": ""33.33%""}, {""tech"": ""tensorflow"", ""freq"": ""33.33%""}, {""tech"": ""flask"", ""freq"": ""33.33%""}, {""tech"": ""pycharm"", ""freq"": ""33.33%""}, {""tech"": ""networkx"", ""freq"": ""33.33%""}]",2018,03
data science,2018-04-01,"[{""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""c"", ""freq"": ""50.0%""}, {""tech"": ""cuda"", ""freq"": ""50.0%""}, {""tech"": ""tensorflow"", ""freq"": ""50.0%""}, {""tech"": ""c++"", ""freq"": ""50.0%""}, {""tech"": ""linux"", ""freq"": ""50.0%""}, {""tech"": ""caffe"", ""freq"": ""50.0%""}, {""tech"": ""keras"", ""freq"": ""50.0%""}, {""tech"": ""theano"", ""freq"": ""50.0%""}, {""tech"": ""xgboost"", ""freq"": ""50.0%""}]",2018,04
data science,2018-05-01,"[{""tech"": ""linux"", ""freq"": ""100.0%""}, {""tech"": ""c++"", ""freq"": ""100.0%""}, {""tech"": ""opencv"", ""freq"": ""50.0%""}, {""tech"": ""git"", ""freq"": ""50.0%""}, {""tech"": ""qt"", ""freq"": ""50.0%""}, {""tech"": ""processing"", ""freq"": ""50.0%""}, {""tech"": ""cython"", ""freq"": ""50.0%""}, {""tech"": ""matplotlib"", ""freq"": ""50.0%""}, {""tech"": ""io"", ""freq"": ""50.0%""}, {""tech"": ""cuda"", ""freq"": ""50.0%""}]",2018,05
data science,2018-06-01,"[{""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""tensorflow"", ""freq"": ""50.0%""}, {""tech"": ""keras"", ""freq"": ""50.0%""}, {""tech"": ""pandas"", ""freq"": ""50.0%""}, {""tech"": ""nlp"", ""freq"": ""50.0%""}, {""tech"": ""sql"", ""freq"": ""50.0%""}, {""tech"": ""c++"", ""freq"": ""25.0%""}, {""tech"": ""scipy"", ""freq"": ""25.0%""}, {""tech"": ""linux"", ""freq"": ""25.0%""}, {""tech"": ""flask"", ""freq"": ""25.0%""}]",2018,06
data science,2018-07-01,"[{""tech"": ""numpy"", ""freq"": ""100.0%""}, {""tech"": ""eigen"", ""freq"": ""100.0%""}, {""tech"": ""c++"", ""freq"": ""100.0%""}, {""tech"": ""scipy"", ""freq"": ""100.0%""}, {""tech"": ""python"", ""freq"": ""100.0%""}]",2018,07
data science,2018-08-01,"[{""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""sql"", ""freq"": ""33.33%""}, {""tech"": ""unix"", ""freq"": ""33.33%""}, {""tech"": ""nosql"", ""freq"": ""33.33%""}, {""tech"": ""keras"", ""freq"": ""33.33%""}, {""tech"": ""pytorch"", ""freq"": ""33.33%""}, {""tech"": ""tensorflow"", ""freq"": ""33.33%""}, {""tech"": ""c++"", ""freq"": ""33.33%""}, {""tech"": ""theano"", ""freq"": ""33.33%""}, {""tech"": ""numpy"", ""freq"": ""33.33%""}]",2018,08
data science,2018-10-01,"[{""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""numpy"", ""freq"": ""50.0%""}, {""tech"": ""sql"", ""freq"": ""50.0%""}, {""tech"": ""opencv"", ""freq"": ""50.0%""}, {""tech"": ""r"", ""freq"": ""50.0%""}, {""tech"": ""linux"", ""freq"": ""50.0%""}, {""tech"": ""keras"", ""freq"": ""50.0%""}]",2018,10
data science,2018-11-01,"[{""tech"": ""r"", ""freq"": ""100.0%""}, {""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""tensorflow"", ""freq"": ""66.67%""}, {""tech"": ""sql"", ""freq"": ""66.67%""}, {""tech"": ""matplotlib"", ""freq"": ""66.67%""}, {""tech"": ""numpy"", ""freq"": ""66.67%""}, {""tech"": ""pandas"", ""freq"": ""66.67%""}, {""tech"": ""product"", ""freq"": ""33.33%""}, {""tech"": ""regression"", ""freq"": ""33.33%""}, {""tech"": ""integration"", ""freq"": ""33.33%""}]",2018,11
data science,2019-01-01,"[{""tech"": ""flask"", ""freq"": ""100.0%""}, {""tech"": ""docker"", ""freq"": ""100.0%""}, {""tech"": ""matlab"", ""freq"": ""100.0%""}, {""tech"": ""sql"", ""freq"": ""100.0%""}, {""tech"": ""hadoop"", ""freq"": ""100.0%""}, {""tech"": ""numpy"", ""freq"": ""100.0%""}, {""tech"": ""css"", ""freq"": ""100.0%""}, {""tech"": ""lstm"", ""freq"": ""100.0%""}, {""tech"": ""html"", ""freq"": ""100.0%""}, {""tech"": ""web"", ""freq"": ""100.0%""}]",2019,01
data science,2019-02-01,"[{""tech"": ""tensorflow"", ""freq"": ""100.0%""}, {""tech"": ""pytorch"", ""freq"": ""100.0%""}, {""tech"": ""time"", ""freq"": ""100.0%""}, {""tech"": ""nlp"", ""freq"": ""60.0%""}, {""tech"": ""numpy"", ""freq"": ""40.0%""}, {""tech"": ""scipy"", ""freq"": ""40.0%""}, {""tech"": ""python"", ""freq"": ""20.0%""}]",2019,02
data science,2019-03-01,"[{""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""pytorch"", ""freq"": ""40.0%""}, {""tech"": ""class"", ""freq"": ""40.0%""}, {""tech"": ""c"", ""freq"": ""40.0%""}, {""tech"": ""cuda"", ""freq"": ""40.0%""}, {""tech"": ""linux"", ""freq"": ""40.0%""}, {""tech"": ""c++"", ""freq"": ""40.0%""}, {""tech"": ""r"", ""freq"": ""40.0%""}, {""tech"": ""tensorflow"", ""freq"": ""40.0%""}, {""tech"": ""sql"", ""freq"": ""20.0%""}]",2019,03
data science,2019-04-01,"[{""tech"": ""pandas"", ""freq"": ""100.0%""}, {""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""sql"", ""freq"": ""50.0%""}, {""tech"": ""hadoop"", ""freq"": ""50.0%""}, {""tech"": ""numpy"", ""freq"": ""50.0%""}, {""tech"": ""nltk"", ""freq"": ""50.0%""}, {""tech"": ""java"", ""freq"": ""50.0%""}, {""tech"": ""vba"", ""freq"": ""50.0%""}, {""tech"": ""docker"", ""freq"": ""50.0%""}, {""tech"": ""redis"", ""freq"": ""50.0%""}]",2019,04
data science,2019-05-01,"[{""tech"": ""pandas"", ""freq"": ""100.0%""}, {""tech"": ""postgresql"", ""freq"": ""100.0%""}, {""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""numpy"", ""freq"": ""100.0%""}]",2019,05
data science,2019-10-01,"[{""tech"": ""numpy"", ""freq"": ""66.67%""}, {""tech"": ""pandas"", ""freq"": ""66.67%""}, {""tech"": ""python"", ""freq"": ""66.67%""}, {""tech"": ""cloud"", ""freq"": ""33.33%""}, {""tech"": ""share"", ""freq"": ""33.33%""}, {""tech"": ""client"", ""freq"": ""33.33%""}, {""tech"": ""this"", ""freq"": ""33.33%""}, {""tech"": ""model"", ""freq"": ""33.33%""}, {""tech"": ""task"", ""freq"": ""33.33%""}, {""tech"": ""field"", ""freq"": ""33.33%""}]",2019,10
data science,2019-12-01,"[{""tech"": ""python"", ""freq"": ""75.0%""}, {""tech"": ""linux"", ""freq"": ""50.0%""}, {""tech"": ""sql"", ""freq"": ""50.0%""}, {""tech"": ""opencv"", ""freq"": ""25.0%""}, {""tech"": ""git"", ""freq"": ""25.0%""}, {""tech"": ""qt"", ""freq"": ""25.0%""}, {""tech"": ""c++"", ""freq"": ""25.0%""}, {""tech"": ""macos"", ""freq"": ""25.0%""}, {""tech"": ""tensorflow"", ""freq"": ""25.0%""}, {""tech"": ""pytorch"", ""freq"": ""25.0%""}]",2019,12
data science,2020-01-01,"[{""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""github"", ""freq"": ""50.0%""}, {""tech"": ""ios"", ""freq"": ""50.0%""}, {""tech"": ""numpy"", ""freq"": ""50.0%""}, {""tech"": ""tensorflow"", ""freq"": ""50.0%""}, {""tech"": ""gradient"", ""freq"": ""50.0%""}, {""tech"": ""c++"", ""freq"": ""50.0%""}, {""tech"": ""image"", ""freq"": ""50.0%""}, {""tech"": ""devops"", ""freq"": ""50.0%""}, {""tech"": ""sql"", ""freq"": ""50.0%""}]",2020,01
data science,2020-02-01,"[{""tech"": ""python"", ""freq"": ""80.0%""}, {""tech"": ""numpy"", ""freq"": ""60.0%""}, {""tech"": ""pandas"", ""freq"": ""60.0%""}, {""tech"": ""pytorch"", ""freq"": ""40.0%""}, {""tech"": ""tensorflow"", ""freq"": ""40.0%""}, {""tech"": ""keras"", ""freq"": ""40.0%""}, {""tech"": ""sql"", ""freq"": ""40.0%""}, {""tech"": ""linux"", ""freq"": ""20.0%""}, {""tech"": ""frameworks"", ""freq"": ""20.0%""}, {""tech"": ""nvidia"", ""freq"": ""20.0%""}]",2020,02
data science,2020-03-01,"[{""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""docker"", ""freq"": ""66.67%""}, {""tech"": ""tensorflow"", ""freq"": ""66.67%""}, {""tech"": ""flask"", ""freq"": ""66.67%""}, {""tech"": ""sql"", ""freq"": ""66.67%""}, {""tech"": ""opencv"", ""freq"": ""66.67%""}, {""tech"": ""linux"", ""freq"": ""66.67%""}, {""tech"": ""gunicorn"", ""freq"": ""33.33%""}, {""tech"": ""api"", ""freq"": ""33.33%""}, {""tech"": ""git"", ""freq"": ""33.33%""}]",2020,03
data science,2020-04-01,"[{""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""word2vec"", ""freq"": ""93.75%""}, {""tech"": ""tensorflow"", ""freq"": ""93.75%""}, {""tech"": ""keras"", ""freq"": ""93.75%""}, {""tech"": ""nlp"", ""freq"": ""93.75%""}, {""tech"": ""github"", ""freq"": ""6.25%""}, {""tech"": ""bitbucket"", ""freq"": ""6.25%""}, {""tech"": ""sql"", ""freq"": ""6.25%""}, {""tech"": ""numpy"", ""freq"": ""6.25%""}, {""tech"": ""git"", ""freq"": ""6.25%""}]",2020,04
data science,2020-06-01,"[{""tech"": ""tensorflow"", ""freq"": ""100.0%""}, {""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""mongodb"", ""freq"": ""50.0%""}, {""tech"": ""opencv"", ""freq"": ""50.0%""}, {""tech"": ""cuda"", ""freq"": ""50.0%""}, {""tech"": ""postgresql"", ""freq"": ""50.0%""}, {""tech"": ""linux"", ""freq"": ""50.0%""}, {""tech"": ""numpy"", ""freq"": ""50.0%""}, {""tech"": ""pytorch"", ""freq"": ""50.0%""}, {""tech"": ""pandas"", ""freq"": ""50.0%""}]",2020,06
data science,2020-07-01,"[{""tech"": ""python"", ""freq"": ""66.67%""}, {""tech"": ""opencv"", ""freq"": ""50.0%""}, {""tech"": ""r"", ""freq"": ""50.0%""}, {""tech"": ""numpy"", ""freq"": ""50.0%""}, {""tech"": ""pandas"", ""freq"": ""50.0%""}, {""tech"": ""sas"", ""freq"": ""33.33%""}, {""tech"": ""git"", ""freq"": ""33.33%""}, {""tech"": ""tensorflow"", ""freq"": ""33.33%""}, {""tech"": ""matlab"", ""freq"": ""33.33%""}, {""tech"": ""sql"", ""freq"": ""33.33%""}]",2020,07
data science,2020-08-01,"[{""tech"": ""python"", ""freq"": ""100.0%""}, {""tech"": ""numpy"", ""freq"": ""75.0%""}, {""tech"": ""pandas"", ""freq"": ""75.0%""}, {""tech"": ""pytorch"", ""freq"": ""62.5%""}, {""tech"": ""sql"", ""freq"": ""50.0%""}, {""tech"": ""tensorflow"", ""freq"": ""50.0%""}, {""tech"": ""xgboost"", ""freq"": ""37.5%""}, {""tech"": ""random"", ""freq"": ""37.5%""}, {""tech"": ""keras"", ""freq"": ""37.5%""}, {""tech"": ""oracle"", ""freq"": ""25.0%""}]",2020,08
